Player,height,weight,collage,born,G,MP,FG,FGA,FT,FTA,3P,3PA,2P,2PA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Ron Crevier,213.0,106.0,Boston College,1958.0,6.0,8.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0
Ron Grandison,198.0,97.0,University of New Orleans,1964.0,133.0,1183.0,106.0,266.0,99.0,140.0,8.0,38.0,98.0,228.0,93.0,125.0,218.0,71.0,43.0,8.0,63.0,139.0,319.0
Ron Harper,198.0,83.0,Miami University,1964.0,1044.0,32566.0,5627.0,12583.0,2917.0,4030.0,537.0,1862.0,5090.0,10721.0,1396.0,3119.0,4515.0,4098.0,1797.0,770.0,2351.0,2429.0,14708.0
Ron Mercer,201.0,95.0,University of Kentucky,1976.0,553.0,17511.0,3261.0,7667.0,1160.0,1443.0,93.0,350.0,3168.0,7317.0,497.0,1273.0,1770.0,1207.0,563.0,149.0,922.0,1140.0,7775.0
Ron Moore,213.0,117.0,West Virginia State University,1962.0,28.0,118.0,18.0,58.0,12.0,16.0,0.0,0.0,18.0,58.0,4.0,12.0,16.0,2.0,10.0,0.0,8.0,42.0,48.0
Ron Rowan,196.0,90.0,St. John's University,1962.0,7.0,16.0,4.0,9.0,3.0,4.0,1.0,1.0,3.0,8.0,1.0,0.0,1.0,1.0,4.0,0.0,3.0,1.0,12.0
Ronald Dupree,201.0,94.0,Louisiana State University,1981.0,162.0,1779.0,219.0,513.0,116.0,206.0,5.0,13.0,214.0,500.0,117.0,230.0,347.0,101.0,58.0,29.0,90.0,252.0,559.0
Ronald Murray,193.0,86.0,Shaw University,1979.0,694.0,15798.0,2560.0,6209.0,1263.0,1752.0,454.0,1509.0,2106.0,4700.0,276.0,1153.0,1429.0,1577.0,560.0,131.0,1060.0,1104.0,6837.0
Rondae Hollis-Jefferson,201.0,99.0,University of Arizona,1995.0,107.0,2376.0,298.0,680.0,227.0,305.0,19.0,81.0,279.0,599.0,135.0,471.0,606.0,197.0,121.0,60.0,142.0,238.0,842.0
Ronnie Brewer,193.0,81.0,University of Arkansas,1955.0,644.0,14294.0,1836.0,3811.0,843.0,1273.0,122.0,470.0,1714.0,3341.0,540.0,1228.0,1768.0,1042.0,762.0,142.0,463.0,662.0,4637.0
Ronnie Lester,188.0,79.0,University of Iowa,1959.0,59.0,500.0,60.0,134.0,36.0,50.0,0.0,4.0,60.0,130.0,4.0,32.0,36.0,134.0,24.0,6.0,74.0,52.0,156.0
Ronnie Murphy,196.0,102.0,Jacksonville University,1964.0,18.0,89.0,14.0,49.0,7.0,11.0,1.0,4.0,13.0,45.0,5.0,6.0,11.0,6.0,5.0,1.0,8.0,14.0,36.0
Ronnie Price,188.0,86.0,Utah Valley State College,1983.0,544.0,7293.0,738.0,1980.0,295.0,400.0,244.0,808.0,494.0,1172.0,176.0,482.0,658.0,960.0,424.0,56.0,476.0,922.0,2015.0
Ronny Turiaf,208.0,112.0,Gonzaga University,1983.0,490.0,8299.0,875.0,1640.0,510.0,804.0,0.0,8.0,875.0,1632.0,540.0,1287.0,1827.0,628.0,195.0,610.0,372.0,1155.0,2260.0
Rony Seikaly,211.0,104.0,Syracuse University,1965.0,734.0,23031.0,3897.0,8119.0,2937.0,4293.0,6.0,34.0,3891.0,8085.0,2288.0,4529.0,6817.0,937.0,481.0,915.0,2059.0,2505.0,10737.0
Rory Sparrow,188.0,79.0,Villanova University,1958.0,683.0,16397.0,2309.0,5111.0,569.0,716.0,90.0,341.0,2219.0,4770.0,290.0,904.0,1194.0,3050.0,574.0,82.0,1055.0,1311.0,5277.0
Rory White,203.0,95.0,University of South Alabama,1959.0,223.0,4412.0,764.0,1515.0,348.0,496.0,1.0,12.0,763.0,1503.0,266.0,304.0,570.0,187.0,156.0,47.0,255.0,435.0,1877.0
Roshown McLeod,203.0,100.0,Duke University,1975.0,148.0,3052.0,483.0,1159.0,181.0,217.0,7.0,67.0,476.0,1092.0,129.0,299.0,428.0,182.0,64.0,22.0,198.0,288.0,1154.0
Roy Hibbert,218.0,122.0,Georgetown University,1986.0,710.0,17071.0,2702.0,5788.0,1422.0,1877.0,6.0,24.0,2696.0,5764.0,1581.0,2748.0,4329.0,906.0,249.0,1192.0,1070.0,2167.0,6832.0
Roy Hinson,206.0,95.0,Rutgers University,1961.0,504.0,16277.0,3045.0,6127.0,1857.0,2466.0,0.0,14.0,3045.0,6113.0,1040.0,2430.0,3470.0,525.0,344.0,877.0,1069.0,1857.0,7947.0
Roy Marble,198.0,86.0,University of Iowa,1966.0,29.0,194.0,18.0,70.0,19.0,32.0,0.0,2.0,18.0,68.0,18.0,14.0,32.0,12.0,7.0,3.0,17.0,17.0,55.0
Roy Rogers,201.0,106.0,Wake Forest University,1971.0,152.0,2415.0,297.0,621.0,77.0,147.0,1.0,2.0,296.0,619.0,188.0,312.0,500.0,59.0,29.0,217.0,106.0,286.0,672.0
Roy Tarpley,211.0,104.0,University of Michigan,1964.0,280.0,7476.0,1457.0,3014.0,613.0,824.0,6.0,34.0,1451.0,2980.0,964.0,1839.0,2803.0,292.0,317.0,329.0,557.0,950.0,3533.0
Royal Ivey,190.0,90.0,University of Texas at Austin,1981.0,536.0,6488.0,657.0,1614.0,244.0,345.0,176.0,484.0,481.0,1130.0,153.0,438.0,591.0,528.0,249.0,40.0,266.0,796.0,1734.0
Royce White,203.0,95.0,University of South Alabama,1959.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Ruben Boumtje-Boumtje,213.0,116.0,Georgetown University,1978.0,44.0,276.0,14.0,38.0,15.0,27.0,0.0,0.0,14.0,38.0,22.0,35.0,57.0,6.0,4.0,17.0,14.0,40.0,43.0
Ruben Garces,206.0,111.0,Providence College,1973.0,26.0,146.0,14.0,44.0,4.0,16.0,0.0,0.0,14.0,44.0,32.0,26.0,58.0,10.0,6.0,4.0,10.0,28.0,32.0
Ruben Nembhard,190.0,94.0,Weber State University,1972.0,20.0,226.0,32.0,74.0,16.0,20.0,0.0,12.0,32.0,62.0,6.0,10.0,16.0,34.0,18.0,0.0,16.0,24.0,80.0
Ruben Patterson,196.0,101.0,University of Cincinnati,1975.0,720.0,17747.0,3005.0,5815.0,1765.0,2774.0,36.0,209.0,2969.0,5606.0,1398.0,1543.0,2941.0,1277.0,827.0,270.0,1316.0,1568.0,7811.0
Ruben Wolkowyski,208.0,122.0,,1973.0,41.0,329.0,27.0,83.0,26.0,38.0,0.0,3.0,27.0,80.0,12.0,35.0,47.0,4.0,6.0,18.0,13.0,41.0,80.0
Rudy Fernandez,198.0,83.0,,1985.0,249.0,5965.0,740.0,1853.0,361.0,430.0,413.0,1147.0,327.0,706.0,128.0,480.0,608.0,554.0,249.0,40.0,286.0,369.0,2254.0
Rudy Gay,203.0,104.0,University of Connecticut,1986.0,901.0,32033.0,6303.0,14030.0,3136.0,3922.0,941.0,2753.0,5362.0,11277.0,1329.0,4021.0,5350.0,2120.0,1215.0,725.0,2238.0,2239.0,16683.0
Rudy Gobert,216.0,111.0,,1992.0,269.0,7268.0,905.0,1479.0,674.0,1097.0,0.0,3.0,905.0,1476.0,838.0,1795.0,2633.0,304.0,166.0,579.0,405.0,641.0,2484.0
Rumeal Robinson,188.0,88.0,University of Michigan,1966.0,421.0,7002.0,1135.0,2661.0,445.0,729.0,138.0,402.0,997.0,2259.0,176.0,509.0,685.0,1315.0,343.0,59.0,666.0,707.0,2853.0
Russ Schoene,208.0,95.0,University of Tennessee at Chattanooga,1960.0,213.0,2326.0,414.0,993.0,126.0,166.0,61.0,181.0,353.0,812.0,188.0,292.0,480.0,116.0,96.0,48.0,147.0,381.0,1015.0
Russ Smith,183.0,74.0,University of Louisville,1991.0,39.0,196.0,23.0,72.0,32.0,39.0,5.0,27.0,18.0,45.0,3.0,18.0,21.0,27.0,11.0,1.0,31.0,31.0,83.0
Russell Westbrook,190.0,90.0,"University of California, Los Angeles",1988.0,668.0,22786.0,5239.0,12093.0,3972.0,4829.0,706.0,2258.0,4533.0,9835.0,1110.0,3039.0,4149.0,5293.0,1154.0,197.0,2620.0,1616.0,15156.0
Rusty LaRue,188.0,95.0,Wake Forest University,1973.0,98.0,1565.0,187.0,497.0,58.0,69.0,54.0,170.0,133.0,327.0,22.0,104.0,126.0,152.0,62.0,11.0,94.0,147.0,486.0
Ryan Anderson,208.0,108.0,University of California,1988.0,556.0,14708.0,2525.0,5977.0,1082.0,1257.0,1184.0,3107.0,1341.0,2870.0,1135.0,1886.0,3021.0,505.0,304.0,195.0,549.0,1111.0,7316.0
Ryan Bowen,201.0,97.0,University of Iowa,1975.0,507.0,6502.0,544.0,1192.0,217.0,313.0,14.0,68.0,530.0,1124.0,506.0,554.0,1060.0,250.0,325.0,138.0,168.0,752.0,1319.0
Ryan Gomes,201.0,113.0,Providence College,1982.0,487.0,13463.0,1891.0,4249.0,810.0,1014.0,334.0,956.0,1557.0,3293.0,617.0,1622.0,2239.0,712.0,351.0,78.0,550.0,942.0,4926.0
Ryan Hollins,213.0,108.0,"University of California, Los Angeles",1984.0,639.0,7560.0,832.0,1434.0,647.0,1019.0,0.0,1.0,832.0,1433.0,584.0,833.0,1417.0,177.0,112.0,341.0,467.0,1255.0,2311.0
Ryan Humphrey,203.0,106.0,University of Notre Dame,1979.0,133.0,1216.0,113.0,347.0,64.0,115.0,0.0,3.0,113.0,344.0,120.0,168.0,288.0,29.0,29.0,37.0,71.0,188.0,290.0
Ryan Kelly,211.0,104.0,Duke University,1991.0,163.0,3125.0,324.0,857.0,231.0,290.0,102.0,323.0,222.0,534.0,77.0,427.0,504.0,215.0,79.0,84.0,106.0,309.0,981.0
Ryan Lorthridge,193.0,86.0,Jackson State University,1972.0,37.0,672.0,106.0,223.0,57.0,88.0,3.0,14.0,103.0,209.0,24.0,47.0,71.0,101.0,28.0,1.0,57.0,42.0,272.0
Ryan Reid,203.0,105.0,Florida State University,1986.0,5.0,17.0,4.0,5.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,8.0
Ryan Robertson,196.0,86.0,University of Kansas,1976.0,1.0,25.0,2.0,6.0,1.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Ryan Stack,211.0,97.0,University of South Carolina,1975.0,43.0,397.0,31.0,88.0,37.0,47.0,0.0,1.0,31.0,87.0,34.0,45.0,79.0,10.0,6.0,22.0,26.0,78.0,99.0
Salah Mejri,216.0,111.0,,1986.0,107.0,1302.0,137.0,215.0,63.0,107.0,1.0,4.0,136.0,211.0,138.0,293.0,431.0,24.0,40.0,97.0,63.0,206.0,338.0
Salim Stoudamire,185.0,81.0,University of Arizona,1982.0,157.0,2672.0,446.0,1097.0,201.0,228.0,167.0,456.0,279.0,641.0,22.0,192.0,214.0,164.0,55.0,10.0,158.0,240.0,1260.0
Sam Bowie,216.0,106.0,University of Kentucky,1961.0,511.0,14098.0,2127.0,4702.0,1278.0,1708.0,32.0,106.0,2095.0,4596.0,1192.0,2653.0,3845.0,1075.0,263.0,909.0,978.0,1553.0,5564.0
Sam Cassell,190.0,83.0,Florida State University,1969.0,1117.0,32999.0,6307.0,13966.0,3953.0,4589.0,778.0,2346.0,5529.0,11620.0,687.0,2867.0,3554.0,6494.0,1181.0,188.0,2703.0,3064.0,17345.0
Sam Dekker,206.0,104.0,University of Wisconsin,1994.0,80.0,1425.0,203.0,429.0,38.0,68.0,60.0,187.0,143.0,242.0,94.0,191.0,285.0,76.0,39.0,21.0,41.0,83.0,504.0
Sam Jacobson,193.0,97.0,University of Minnesota,1975.0,120.0,1433.0,228.0,447.0,64.0,87.0,18.0,49.0,210.0,398.0,53.0,98.0,151.0,68.0,63.0,6.0,67.0,247.0,538.0
Sam Mack,201.0,99.0,University of Houston,1970.0,303.0,6111.0,880.0,2165.0,307.0,366.0,416.0,1098.0,464.0,1067.0,123.0,505.0,628.0,391.0,199.0,41.0,253.0,553.0,2483.0
Sam Mitchell,198.0,95.0,Mercer University,1963.0,994.0,22257.0,3220.0,7206.0,2131.0,2719.0,65.0,292.0,3155.0,6914.0,1251.0,2460.0,3711.0,1089.0,548.0,301.0,838.0,2509.0,8636.0
Sam Perkins,206.0,106.0,University of North Carolina,1961.0,1365.0,38949.0,5879.0,12783.0,3729.0,4597.0,873.0,2419.0,5006.0,10364.0,2487.0,5703.0,8190.0,2131.0,1165.0,1015.0,1694.0,3402.0,16360.0
Sam Vincent,188.0,83.0,Michigan State University,1963.0,468.0,9028.0,1373.0,3052.0,909.0,1052.0,24.0,109.0,1349.0,2943.0,193.0,778.0,971.0,1924.0,323.0,76.0,791.0,743.0,3679.0
Sam Williams,190.0,81.0,University of Iowa,1945.0,46.0,488.0,58.0,148.0,28.0,47.0,0.0,1.0,58.0,147.0,38.0,68.0,106.0,11.0,26.0,26.0,44.0,92.0,144.0
Sam Young,198.0,99.0,University of Pittsburgh,1985.0,284.0,4341.0,605.0,1393.0,286.0,386.0,54.0,192.0,551.0,1201.0,183.0,452.0,635.0,195.0,151.0,63.0,220.0,334.0,1550.0
Samaki Walker,206.0,108.0,University of Louisville,1976.0,445.0,7612.0,936.0,2026.0,503.0,798.0,1.0,9.0,935.0,2017.0,627.0,1462.0,2089.0,252.0,134.0,316.0,403.0,895.0,2376.0
Samardo Samuels,206.0,117.0,University of Louisville,1989.0,109.0,1722.0,237.0,532.0,164.0,251.0,0.0,4.0,237.0,528.0,148.0,218.0,366.0,45.0,38.0,41.0,115.0,231.0,638.0
Samuel Dalembert,211.0,115.0,Seton Hall University,1981.0,886.0,21646.0,2810.0,5393.0,1193.0,1689.0,1.0,12.0,2809.0,5381.0,2289.0,4653.0,6942.0,465.0,437.0,1546.0,1271.0,2601.0,6814.0
Sarunas Jasikevicius,193.0,88.0,University of Maryland,1976.0,201.0,3503.0,426.0,1073.0,293.0,323.0,174.0,496.0,252.0,577.0,49.0,242.0,291.0,571.0,92.0,6.0,296.0,258.0,1319.0
Sarunas Marciulionis*,196.0,90.0,,1964.0,363.0,8123.0,1571.0,3109.0,1362.0,1773.0,127.0,344.0,1444.0,2765.0,292.0,527.0,819.0,807.0,459.0,31.0,715.0,971.0,4631.0
Sasha Danilovic,196.0,90.0,,1970.0,131.0,4120.0,579.0,1324.0,297.0,374.0,204.0,550.0,375.0,774.0,70.0,248.0,318.0,251.0,123.0,21.0,269.0,369.0,1659.0
Sasha Kaun,211.0,117.0,University of Kansas,1985.0,25.0,95.0,9.0,17.0,5.0,11.0,0.0,0.0,9.0,17.0,12.0,14.0,26.0,3.0,4.0,5.0,7.0,11.0,23.0
Sasha Pavlovic,211.0,122.0,,1984.0,598.0,9250.0,1099.0,2723.0,345.0,514.0,320.0,921.0,779.0,1802.0,189.0,843.0,1032.0,533.0,282.0,105.0,472.0,1060.0,2863.0
Sasha Vujacic,201.0,88.0,,1984.0,648.0,10556.0,1314.0,3352.0,492.0,575.0,630.0,1713.0,684.0,1639.0,235.0,1044.0,1279.0,880.0,390.0,39.0,394.0,1016.0,3750.0
Scooter McCray,206.0,97.0,University of Louisville,1960.0,30.0,372.0,36.0,75.0,23.0,45.0,0.0,0.0,36.0,75.0,25.0,50.0,75.0,30.0,10.0,7.0,34.0,41.0,95.0
Scot Pollard,211.0,120.0,University of Kansas,1975.0,506.0,8372.0,858.0,1738.0,506.0,714.0,0.0,2.0,858.0,1736.0,901.0,1450.0,2351.0,220.0,299.0,352.0,304.0,1178.0,2222.0
Scott Brooks,180.0,74.0,"University of California, Irvine",1965.0,739.0,10045.0,1359.0,3013.0,628.0,743.0,312.0,840.0,1047.0,2173.0,172.0,579.0,751.0,1724.0,514.0,34.0,498.0,884.0,3658.0
Scott Burrell,201.0,98.0,University of Connecticut,1971.0,440.0,8531.0,1069.0,2592.0,423.0,582.0,380.0,1025.0,689.0,1567.0,444.0,1046.0,1490.0,601.0,369.0,199.0,390.0,985.0,2941.0
Scott Haffner,190.0,81.0,University of Evansville,1966.0,50.0,609.0,96.0,238.0,18.0,27.0,3.0,23.0,93.0,215.0,9.0,46.0,55.0,89.0,16.0,3.0,37.0,57.0,213.0
Scott Haskin,211.0,113.0,Oregon State University,1970.0,27.0,186.0,21.0,45.0,13.0,19.0,0.0,0.0,21.0,45.0,17.0,38.0,55.0,6.0,2.0,15.0,13.0,33.0,55.0
Scott Hastings,208.0,106.0,University of Arkansas,1960.0,479.0,4710.0,460.0,1048.0,358.0,432.0,27.0,89.0,433.0,959.0,313.0,663.0,976.0,235.0,113.0,116.0,250.0,783.0,1305.0
Scott Machado,185.0,92.0,Iona College,1990.0,6.0,21.0,3.0,6.0,2.0,2.0,0.0,1.0,3.0,5.0,0.0,1.0,1.0,6.0,2.0,0.0,8.0,0.0,8.0
Scott Meents,208.0,102.0,University of Illinois at Urbana-Champaign,1964.0,39.0,201.0,26.0,72.0,19.0,27.0,1.0,1.0,25.0,71.0,10.0,30.0,40.0,15.0,11.0,7.0,15.0,17.0,72.0
Scott Padgett,206.0,108.0,University of Kentucky,1976.0,479.0,5844.0,695.0,1714.0,282.0,388.0,248.0,677.0,447.0,1037.0,418.0,863.0,1281.0,333.0,187.0,89.0,262.0,716.0,1920.0
Scott Roth,203.0,96.0,University of Wisconsin,1963.0,223.0,2334.0,307.0,828.0,292.0,405.0,26.0,95.0,281.0,733.0,81.0,187.0,268.0,241.0,111.0,16.0,176.0,319.0,932.0
Scott Skiles,185.0,81.0,Michigan State University,1964.0,600.0,16789.0,2290.0,5259.0,1548.0,1741.0,524.0,1381.0,1766.0,3878.0,275.0,1251.0,1526.0,3881.0,500.0,29.0,1497.0,1343.0,6652.0
Scott Wedman,201.0,97.0,University of Colorado,1952.0,163.0,2607.0,515.0,1092.0,88.0,125.0,35.0,84.0,480.0,1008.0,126.0,234.0,360.0,183.0,63.0,34.0,104.0,244.0,1153.0
Scott Williams,208.0,104.0,University of North Carolina,1968.0,796.0,12793.0,1684.0,3605.0,662.0,924.0,7.0,48.0,1677.0,3557.0,1322.0,2330.0,3652.0,449.0,416.0,439.0,565.0,2020.0,4037.0
Scottie Pippen*,203.0,95.0,University of Central Arkansas,1965.0,1178.0,41069.0,7420.0,15700.0,3122.0,4437.0,978.0,3002.0,6442.0,12698.0,2068.0,5426.0,7494.0,6135.0,2307.0,947.0,3257.0,3329.0,18940.0
Scotty Hopson,201.0,92.0,University of Tennessee,1989.0,2.0,7.0,0.0,4.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Sean Colson,183.0,79.0,University of North Carolina at Charlotte,1975.0,26.0,88.0,12.0,48.0,4.0,8.0,2.0,10.0,10.0,38.0,4.0,8.0,12.0,20.0,2.0,0.0,4.0,12.0,30.0
Sean Elliott,203.0,92.0,University of Arizona,1968.0,742.0,24502.0,3852.0,8290.0,2251.0,2816.0,589.0,1572.0,3263.0,6718.0,819.0,2385.0,3204.0,1897.0,576.0,284.0,1328.0,1626.0,10544.0
Sean Green,196.0,95.0,Iona College,1970.0,120.0,1005.0,216.0,579.0,44.0,68.0,25.0,102.0,191.0,477.0,46.0,73.0,119.0,61.0,51.0,19.0,90.0,84.0,501.0
Sean Higgins,206.0,92.0,University of Michigan,1968.0,258.0,3950.0,686.0,1582.0,195.0,229.0,99.0,315.0,587.0,1267.0,144.0,360.0,504.0,267.0,89.0,38.0,280.0,409.0,1666.0
Sean Kilpatrick,193.0,95.0,University of Cincinnati,1990.0,136.0,3058.0,558.0,1295.0,328.0,380.0,187.0,549.0,371.0,746.0,47.0,351.0,398.0,219.0,73.0,10.0,200.0,195.0,1631.0
Sean Lampley,201.0,102.0,University of California,1979.0,45.0,550.0,69.0,149.0,65.0,94.0,0.0,4.0,69.0,145.0,28.0,66.0,94.0,33.0,7.0,4.0,28.0,45.0,203.0
Sean Marks,208.0,113.0,University of California,1975.0,230.0,2275.0,259.0,578.0,115.0,173.0,5.0,25.0,254.0,553.0,158.0,343.0,501.0,50.0,33.0,87.0,116.0,342.0,638.0
Sean May,206.0,120.0,University of North Carolina,1984.0,119.0,1868.0,324.0,708.0,170.0,228.0,3.0,13.0,321.0,695.0,155.0,326.0,481.0,115.0,53.0,47.0,134.0,236.0,821.0
Sean Rooks,208.0,113.0,University of Arizona,1969.0,869.0,15272.0,1908.0,4161.0,1422.0,2034.0,3.0,30.0,1905.0,4131.0,1048.0,2181.0,3229.0,707.0,292.0,551.0,906.0,1887.0,5241.0
Sean Singletary,183.0,83.0,University of Virginia,1985.0,74.0,606.0,62.0,170.0,36.0,42.0,20.0,50.0,42.0,120.0,20.0,50.0,70.0,58.0,22.0,0.0,46.0,90.0,180.0
Sean Williams,208.0,106.0,Boston College,1986.0,148.0,2085.0,243.0,470.0,135.0,210.0,0.0,1.0,243.0,469.0,196.0,301.0,497.0,52.0,51.0,170.0,130.0,342.0,621.0
Sebastian Telfair,183.0,74.0,,1985.0,666.0,13788.0,1737.0,4463.0,821.0,1056.0,427.0,1339.0,1310.0,3124.0,169.0,858.0,1027.0,2239.0,474.0,91.0,973.0,1371.0,4722.0
Sedale Threatt,188.0,79.0,West Virginia University Institute of Technology,1961.0,1045.0,24473.0,4307.0,8886.0,1440.0,1770.0,197.0,693.0,4110.0,8193.0,403.0,1462.0,1865.0,3991.0,1259.0,155.0,1415.0,2377.0,10251.0
Sedric Toney,188.0,80.0,University of Dayton,1962.0,189.0,2608.0,254.0,697.0,188.0,242.0,57.0,164.0,197.0,533.0,39.0,144.0,183.0,435.0,87.0,1.0,209.0,289.0,753.0
Semaj Christon,190.0,86.0,Xavier University,1992.0,64.0,973.0,77.0,223.0,17.0,31.0,12.0,63.0,65.0,160.0,19.0,69.0,88.0,130.0,28.0,6.0,43.0,79.0,183.0
Semih Erden,213.0,108.0,,1986.0,110.0,1523.0,163.0,296.0,99.0,161.0,0.0,0.0,163.0,296.0,94.0,214.0,308.0,49.0,40.0,53.0,84.0,268.0,425.0
Serge Ibaka,208.0,106.0,,1989.0,682.0,19943.0,3500.0,6852.0,970.0,1265.0,430.0,1146.0,3070.0,5706.0,1525.0,3426.0,4951.0,459.0,306.0,1548.0,881.0,1921.0,8400.0
Sergei Bazarevich,188.0,76.0,,1965.0,10.0,74.0,11.0,22.0,7.0,9.0,1.0,6.0,10.0,16.0,1.0,6.0,7.0,14.0,1.0,1.0,7.0,10.0,30.0
Sergei Monia,203.0,99.0,,1983.0,52.0,686.0,58.0,174.0,20.0,28.0,18.0,68.0,40.0,106.0,22.0,82.0,104.0,38.0,14.0,10.0,24.0,82.0,154.0
Sergey Karasev,201.0,94.0,,1993.0,95.0,1110.0,96.0,243.0,64.0,76.0,31.0,110.0,65.0,133.0,30.0,110.0,140.0,87.0,32.0,4.0,57.0,94.0,287.0
Sergio Rodriguez,190.0,79.0,,1986.0,419.0,6329.0,843.0,2002.0,261.0,354.0,234.0,691.0,609.0,1311.0,145.0,469.0,614.0,1395.0,261.0,18.0,605.0,525.0,2181.0
Seth Curry,188.0,83.0,Duke University,1990.0,120.0,2755.0,442.0,936.0,130.0,154.0,189.0,436.0,253.0,500.0,34.0,208.0,242.0,256.0,105.0,10.0,128.0,169.0,1203.0
Shabazz Muhammad,198.0,101.0,"University of California, Los Angeles",1992.0,235.0,4354.0,856.0,1800.0,462.0,617.0,116.0,360.0,740.0,1440.0,271.0,423.0,694.0,137.0,72.0,21.0,177.0,253.0,2290.0
Shabazz Napier,185.0,79.0,University of Connecticut,1991.0,159.0,2124.0,228.0,612.0,115.0,150.0,111.0,314.0,117.0,298.0,34.0,195.0,229.0,294.0,95.0,7.0,168.0,152.0,682.0
Shammond Williams,185.0,91.0,University of North Carolina,1975.0,456.0,7995.0,991.0,2495.0,413.0,516.0,379.0,1061.0,612.0,1434.0,139.0,610.0,749.0,1147.0,310.0,22.0,492.0,581.0,2774.0
Shandon Anderson,198.0,94.0,University of Georgia,1973.0,785.0,17117.0,2094.0,4583.0,1082.0,1458.0,312.0,1001.0,1782.0,3582.0,624.0,1819.0,2443.0,1077.0,596.0,194.0,1008.0,1575.0,5582.0
Shane Battier,203.0,99.0,Duke University,1978.0,1059.0,32379.0,3211.0,7328.0,1258.0,1699.0,1352.0,3521.0,1859.0,3807.0,1363.0,3092.0,4455.0,1902.0,1057.0,987.0,957.0,2366.0,9032.0
Shane Edwards,201.0,99.0,University of Arkansas at Little Rock,1987.0,2.0,12.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0
Shane Heal,183.0,81.0,,1970.0,49.0,308.0,33.0,121.0,7.0,10.0,24.0,83.0,9.0,38.0,3.0,19.0,22.0,38.0,4.0,3.0,22.0,22.0,97.0
Shane Larkin,180.0,79.0,University of Miami,1992.0,202.0,4105.0,461.0,1071.0,160.0,210.0,86.0,262.0,375.0,809.0,68.0,330.0,398.0,639.0,214.0,22.0,268.0,317.0,1168.0
Shannon Brown,193.0,92.0,Michigan State University,1985.0,506.0,8297.0,1344.0,3211.0,510.0,642.0,299.0,900.0,1045.0,2311.0,201.0,651.0,852.0,522.0,330.0,100.0,458.0,633.0,3497.0
Shaquille O'Neal*,216.0,147.0,Louisiana State University,1972.0,1268.0,43666.0,11661.0,20015.0,6105.0,11590.0,1.0,22.0,11660.0,19993.0,4375.0,9278.0,13653.0,3119.0,771.0,2820.0,3491.0,4374.0,29428.0
Shareef Abdur-Rahim,206.0,102.0,University of California,1976.0,915.0,31566.0,5935.0,12569.0,4379.0,5372.0,163.0,553.0,5772.0,12016.0,2058.0,4820.0,6878.0,2283.0,888.0,675.0,2320.0,2546.0,16412.0
Sharone Wright,211.0,117.0,Clemson University,1973.0,260.0,5965.0,1025.0,2217.0,586.0,937.0,2.0,15.0,1023.0,2202.0,567.0,812.0,1379.0,156.0,112.0,252.0,464.0,725.0,2638.0
Sharrod Ford,201.0,95.0,University of Illinois at Chicago,1972.0,3.0,13.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,7.0,4.0
Shaun Livingston,201.0,87.0,,1985.0,812.0,17574.0,2169.0,4473.0,966.0,1203.0,13.0,76.0,2156.0,4397.0,467.0,1538.0,2005.0,2594.0,592.0,307.0,1080.0,1507.0,5317.0
Shavlik Randolph,208.0,108.0,Duke University,1983.0,173.0,1381.0,144.0,340.0,89.0,163.0,1.0,11.0,143.0,329.0,174.0,241.0,415.0,41.0,50.0,42.0,65.0,218.0,378.0
Shawn Bradley,229.0,106.0,Brigham Young University,1972.0,984.0,24148.0,3506.0,7713.0,1640.0,2321.0,5.0,51.0,3501.0,7662.0,2185.0,4332.0,6517.0,688.0,621.0,2655.0,1372.0,3090.0,8657.0
Shawn Kemp,208.0,104.0,Trinity Valley Community College,1969.0,1051.0,29293.0,5505.0,11278.0,4304.0,5805.0,33.0,119.0,5472.0,11159.0,3026.0,5808.0,8834.0,1704.0,1185.0,1279.0,2766.0,3826.0,15347.0
Shawn Long,206.0,115.0,University of Louisiana at Lafayette,1993.0,18.0,234.0,61.0,109.0,19.0,35.0,7.0,19.0,54.0,90.0,41.0,44.0,85.0,13.0,9.0,9.0,13.0,49.0,148.0
Shawn Marion,201.0,99.0,"University of Nevada, Las Vegas",1978.0,1295.0,44882.0,8071.0,16631.0,2554.0,3174.0,867.0,2641.0,7204.0,13990.0,3048.0,8285.0,11333.0,2475.0,1972.0,1384.0,1941.0,2817.0,19563.0
