Player,height,weight,collage,born,G,MP,FG,FGA,FT,FTA,3P,3PA,2P,2PA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Ed Pinckney,206.0,88.0,Villanova University,1963.0,947.0,19420.0,2405.0,4534.0,1964.0,2553.0,0.0,27.0,2405.0,4507.0,1842.0,3017.0,4859.0,917.0,759.0,529.0,1041.0,1889.0,6774.0
Ed Stokes,213.0,119.0,University of Arizona,1971.0,4.0,17.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0
Eddie Basden,196.0,97.0,University of North Carolina at Charlotte,1983.0,19.0,141.0,15.0,37.0,8.0,10.0,1.0,7.0,14.0,30.0,7.0,21.0,28.0,8.0,9.0,2.0,9.0,17.0,39.0
Eddie Gill,183.0,86.0,Weber State University,1978.0,201.0,2187.0,191.0,527.0,159.0,186.0,68.0,212.0,123.0,315.0,29.0,200.0,229.0,239.0,111.0,16.0,148.0,227.0,609.0
Eddie Griffin,208.0,99.0,Seton Hall University,1982.0,303.0,6729.0,854.0,2263.0,226.0,337.0,237.0,752.0,617.0,1511.0,497.0,1247.0,1744.0,236.0,105.0,518.0,227.0,506.0,2171.0
Eddie House,185.0,81.0,Arizona State University,1978.0,853.0,14513.0,2416.0,5898.0,454.0,529.0,940.0,2420.0,1476.0,3478.0,193.0,1222.0,1415.0,1293.0,554.0,71.0,651.0,1073.0,6226.0
Eddie Hughes,178.0,74.0,Colorado State University,1960.0,97.0,1158.0,116.0,279.0,36.0,52.0,28.0,77.0,88.0,202.0,24.0,69.0,93.0,159.0,65.0,3.0,56.0,122.0,296.0
Eddie Johnson,203.0,92.0,Tennessee State University,1944.0,1333.0,34061.0,7811.0,16654.0,3387.0,4017.0,694.0,2041.0,7117.0,14613.0,1545.0,2898.0,4443.0,3439.0,707.0,148.0,2339.0,2965.0,19703.0
Eddie Jones,208.0,102.0,"University of Nevada, Reno",1956.0,1068.0,36253.0,5370.0,12303.0,3016.0,3740.0,1672.0,4511.0,3698.0,7792.0,842.0,3399.0,4241.0,3107.0,1813.0,648.0,1647.0,2735.0,15428.0
Eddie Lee,190.0,88.0,,1962.0,322.0,3787.0,596.0,1267.0,342.0,606.0,0.0,9.0,596.0,1258.0,400.0,602.0,1002.0,62.0,82.0,60.0,288.0,609.0,1534.0
Eddie Robinson,203.0,95.0,University of Central Oklahoma,1976.0,278.0,5345.0,852.0,1681.0,226.0,306.0,8.0,32.0,844.0,1649.0,241.0,523.0,764.0,252.0,216.0,91.0,215.0,345.0,1938.0
Eddy Curry,213.0,133.0,,1982.0,527.0,13109.0,2578.0,4734.0,1662.0,2588.0,2.0,2.0,2576.0,4732.0,947.0,1778.0,2725.0,287.0,155.0,384.0,1174.0,1562.0,6820.0
Edgar Jones,208.0,102.0,"University of Nevada, Reno",1956.0,141.0,2549.0,447.0,920.0,296.0,400.0,7.0,31.0,440.0,889.0,171.0,378.0,549.0,103.0,70.0,96.0,186.0,388.0,1197.0
Eduardo Najera,203.0,108.0,University of Oklahoma,1976.0,733.0,13083.0,1411.0,2973.0,606.0,911.0,135.0,439.0,1276.0,2534.0,1033.0,1632.0,2665.0,587.0,513.0,269.0,488.0,1620.0,3563.0
Edwin Ubiles,198.0,92.0,Siena College,1986.0,4.0,52.0,5.0,18.0,3.0,3.0,1.0,5.0,4.0,13.0,2.0,8.0,10.0,1.0,1.0,1.0,1.0,1.0,14.0
Edy Tavares,211.0,115.0,,1997.0,4.0,56.0,8.0,10.0,0.0,6.0,0.0,0.0,8.0,10.0,8.0,14.0,22.0,2.0,0.0,12.0,4.0,6.0,16.0
Efthimi Rentzias,211.0,113.0,,1976.0,35.0,144.0,20.0,59.0,8.0,9.0,4.0,8.0,16.0,51.0,10.0,16.0,26.0,7.0,6.0,2.0,4.0,21.0,52.0
Ekpe Udoh,208.0,108.0,Baylor University,1987.0,331.0,5854.0,536.0,1248.0,340.0,467.0,0.0,5.0,536.0,1243.0,461.0,653.0,1114.0,236.0,164.0,426.0,242.0,747.0,1412.0
Elden Campbell,211.0,97.0,Clemson University,1968.0,1189.0,28494.0,4440.0,9718.0,3002.0,4292.0,2.0,41.0,4438.0,9677.0,2081.0,4706.0,6787.0,1338.0,782.0,1721.0,1526.0,3351.0,11884.0
Eldridge Recasner,190.0,86.0,University of Washington,1967.0,302.0,5154.0,631.0,1484.0,236.0,266.0,239.0,585.0,392.0,899.0,131.0,403.0,534.0,527.0,130.0,12.0,306.0,407.0,1737.0
Elfrid Payton,193.0,83.0,University of Louisiana at Lafayette,1994.0,237.0,7046.0,1049.0,2350.0,376.0,615.0,81.0,280.0,968.0,2070.0,273.0,724.0,997.0,1530.0,319.0,80.0,558.0,529.0,2555.0
Elias Harris,203.0,108.0,Gonzaga University,1989.0,2.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Elijah Millsap,198.0,102.0,University of Alabama at Birmingham,1987.0,69.0,1120.0,93.0,284.0,72.0,106.0,29.0,104.0,64.0,180.0,37.0,154.0,191.0,78.0,63.0,19.0,78.0,159.0,287.0
Elliot Perry,183.0,68.0,University of Memphis,1969.0,683.0,10727.0,1506.0,3317.0,658.0,850.0,150.0,420.0,1356.0,2897.0,215.0,646.0,861.0,1903.0,650.0,24.0,902.0,797.0,3820.0
Elliot Williams,196.0,86.0,University of Memphis,1989.0,122.0,1589.0,207.0,495.0,98.0,149.0,62.0,192.0,145.0,303.0,38.0,131.0,169.0,106.0,49.0,6.0,82.0,170.0,574.0
Elmer Bennett,183.0,77.0,University of Notre Dame,1970.0,30.0,234.0,22.0,66.0,20.0,28.0,6.0,20.0,16.0,46.0,1.0,13.0,14.0,33.0,13.0,1.0,30.0,23.0,70.0
Elmore Spencer,213.0,122.0,"University of Nevada, Las Vegas",1969.0,174.0,2699.0,394.0,767.0,149.0,256.0,0.0,3.0,394.0,764.0,130.0,438.0,568.0,110.0,53.0,172.0,255.0,348.0,937.0
Elston Turner,196.0,86.0,University of Mississippi,1959.0,319.0,5595.0,617.0,1402.0,147.0,207.0,4.0,30.0,613.0,1372.0,303.0,526.0,829.0,578.0,294.0,25.0,251.0,613.0,1385.0
Elton Brand,203.0,124.0,Duke University,1979.0,1058.0,34910.0,6599.0,13185.0,3627.0,4929.0,2.0,21.0,6597.0,13164.0,3304.0,5736.0,9040.0,2184.0,940.0,1828.0,2060.0,3115.0,16827.0
Emanual Davis,193.0,88.0,Delaware State University,1968.0,226.0,3934.0,402.0,1020.0,140.0,178.0,156.0,443.0,246.0,577.0,79.0,361.0,440.0,396.0,167.0,29.0,267.0,344.0,1100.0
Emeka Okafor,208.0,114.0,University of Connecticut,1982.0,590.0,18702.0,2956.0,5772.0,1344.0,2303.0,0.0,2.0,2956.0,5770.0,1907.0,3940.0,5847.0,512.0,406.0,978.0,971.0,1666.0,7256.0
Emmanuel Mudiay,196.0,90.0,,1996.0,123.0,3474.0,537.0,1456.0,271.0,376.0,130.0,410.0,407.0,1046.0,61.0,349.0,410.0,589.0,106.0,48.0,340.0,236.0,1475.0
Enes Kanter,211.0,111.0,,1992.0,520.0,11614.0,2522.0,4780.0,1102.0,1430.0,48.0,152.0,2474.0,4628.0,1462.0,2206.0,3668.0,324.0,204.0,226.0,827.0,1131.0,6194.0
Ennis Whatley,190.0,80.0,University of Alabama,1962.0,319.0,5056.0,599.0,1284.0,316.0,415.0,3.0,29.0,596.0,1255.0,139.0,357.0,496.0,1115.0,269.0,28.0,429.0,498.0,1517.0
Eric Anderson,206.0,99.0,Indiana University,1970.0,27.0,83.0,12.0,35.0,16.0,27.0,2.0,2.0,10.0,33.0,12.0,19.0,31.0,5.0,3.0,2.0,7.0,23.0,42.0
Eric Bledsoe,185.0,86.0,University of Kentucky,1989.0,418.0,11309.0,1913.0,4308.0,1295.0,1619.0,359.0,1075.0,1554.0,3233.0,337.0,1246.0,1583.0,1924.0,583.0,204.0,1128.0,827.0,5480.0
Eric Dawson,206.0,113.0,Midwestern State University,1984.0,4.0,39.0,7.0,12.0,1.0,2.0,0.0,0.0,7.0,12.0,5.0,5.0,10.0,0.0,1.0,2.0,3.0,6.0,15.0
Eric Gordon,193.0,97.0,Indiana University,1988.0,492.0,16471.0,2772.0,6437.0,1584.0,1940.0,1023.0,2690.0,1749.0,3747.0,224.0,1027.0,1251.0,1559.0,491.0,159.0,1050.0,985.0,8151.0
Eric Johnson,188.0,92.0,University of Nebraska,1966.0,48.0,272.0,20.0,84.0,13.0,17.0,1.0,6.0,19.0,78.0,8.0,20.0,28.0,64.0,17.0,2.0,26.0,49.0,54.0
Eric Leckner,211.0,120.0,University of Wyoming,1966.0,541.0,6696.0,858.0,1730.0,477.0,734.0,0.0,5.0,858.0,1725.0,449.0,1300.0,1749.0,255.0,101.0,164.0,465.0,1241.0,2193.0
Eric Maynor,190.0,79.0,Virginia Commonwealth University,1987.0,443.0,6455.0,732.0,1872.0,253.0,353.0,179.0,521.0,553.0,1351.0,106.0,456.0,562.0,1260.0,182.0,34.0,474.0,483.0,1896.0
Eric Mobley,211.0,106.0,University of Pittsburgh,1970.0,152.0,2246.0,254.0,471.0,116.0,249.0,4.0,6.0,250.0,465.0,193.0,298.0,491.0,79.0,41.0,85.0,153.0,281.0,628.0
Eric Montross,213.0,122.0,University of North Carolina,1971.0,645.0,11647.0,1167.0,2450.0,334.0,737.0,0.0,3.0,1167.0,2447.0,1018.0,2031.0,3049.0,298.0,166.0,401.0,552.0,1780.0,2668.0
Eric Moreland,208.0,107.0,Oregon State University,1991.0,11.0,50.0,4.0,7.0,2.0,4.0,0.0,0.0,4.0,7.0,3.0,9.0,12.0,1.0,0.0,4.0,3.0,5.0,10.0
Eric Murdock,185.0,86.0,Providence College,1968.0,581.0,13555.0,2133.0,4897.0,1158.0,1472.0,341.0,1008.0,1792.0,3889.0,365.0,1065.0,1430.0,2794.0,965.0,78.0,1123.0,1121.0,5765.0
Eric Piatkowski,201.0,97.0,University of Nebraska,1970.0,789.0,14613.0,2044.0,4711.0,966.0,1152.0,865.0,2168.0,1179.0,2543.0,508.0,1208.0,1716.0,778.0,404.0,115.0,628.0,1152.0,5919.0
Eric Riley,213.0,111.0,University of Michigan,1970.0,186.0,1844.0,218.0,478.0,138.0,196.0,0.0,4.0,218.0,474.0,180.0,299.0,479.0,60.0,54.0,132.0,126.0,303.0,574.0
Eric Snow,190.0,86.0,Michigan State University,1973.0,910.0,24050.0,2223.0,5238.0,1497.0,1968.0,57.0,282.0,2166.0,4956.0,438.0,1784.0,2222.0,4422.0,1035.0,110.0,1454.0,2127.0,6000.0
Eric Washington,193.0,86.0,University of Alabama,1974.0,104.0,2300.0,274.0,682.0,87.0,115.0,81.0,234.0,193.0,448.0,82.0,134.0,216.0,108.0,78.0,43.0,106.0,230.0,716.0
Eric White,203.0,90.0,Pepperdine University,1965.0,93.0,1224.0,190.0,364.0,113.0,141.0,1.0,1.0,189.0,363.0,99.0,103.0,202.0,43.0,27.0,5.0,73.0,112.0,494.0
Eric Williams,203.0,99.0,Providence College,1972.0,805.0,19060.0,2257.0,5465.0,2028.0,2759.0,290.0,907.0,1967.0,4558.0,816.0,1798.0,2614.0,1155.0,659.0,116.0,944.0,1935.0,6832.0
Erick Barkley,185.0,80.0,St. John's University,1978.0,27.0,266.0,32.0,90.0,9.0,10.0,4.0,15.0,28.0,75.0,5.0,16.0,21.0,40.0,19.0,1.0,17.0,31.0,77.0
Erick Dampier,211.0,120.0,Mississippi State University,1975.0,987.0,24003.0,2784.0,5595.0,1739.0,2779.0,2.0,16.0,2782.0,5579.0,2723.0,4282.0,7005.0,817.0,330.0,1398.0,1435.0,2869.0,7309.0
Erick Green,193.0,83.0,Virginia Polytechnic Institute and State University,1991.0,61.0,494.0,71.0,188.0,14.0,16.0,16.0,57.0,55.0,131.0,13.0,30.0,43.0,45.0,14.0,0.0,14.0,34.0,172.0
Erick Strickland,190.0,95.0,University of Nebraska,1973.0,551.0,11019.0,1414.0,3667.0,778.0,939.0,434.0,1246.0,980.0,2421.0,242.0,1203.0,1445.0,1298.0,466.0,43.0,716.0,1047.0,4040.0
Erik Daniels,203.0,97.0,University of Kentucky,1982.0,21.0,72.0,6.0,18.0,0.0,0.0,1.0,2.0,5.0,16.0,7.0,11.0,18.0,4.0,2.0,0.0,6.0,7.0,13.0
Erik Murphy,208.0,104.0,University of Florida,1990.0,24.0,62.0,3.0,13.0,0.0,0.0,0.0,3.0,3.0,10.0,2.0,6.0,8.0,2.0,0.0,4.0,2.0,7.0,6.0
Ernest Brown,213.0,110.0,Indian Hills Community College,1979.0,3.0,21.0,1.0,6.0,1.0,4.0,0.0,0.0,1.0,6.0,1.0,5.0,6.0,0.0,0.0,1.0,3.0,4.0,3.0
Ernie Grunfeld,198.0,95.0,University of Tennessee,1955.0,145.0,2463.0,336.0,739.0,167.0,212.0,28.0,69.0,308.0,670.0,83.0,274.0,357.0,224.0,89.0,20.0,90.0,321.0,867.0
Ersan Ilyasova,208.0,106.0,,1987.0,765.0,18886.0,3176.0,7237.0,1264.0,1650.0,904.0,2479.0,2272.0,4758.0,1375.0,3132.0,4507.0,921.0,543.0,283.0,816.0,1923.0,8520.0
Ervin Johnson,188.0,92.0,University of Nebraska,1966.0,845.0,16989.0,1393.0,2756.0,685.0,1133.0,2.0,10.0,1391.0,2746.0,1677.0,3471.0,5148.0,387.0,471.0,1087.0,724.0,2430.0,3473.0
Esteban Batista,208.0,122.0,,1983.0,70.0,576.0,42.0,96.0,37.0,60.0,0.0,1.0,42.0,95.0,68.0,106.0,174.0,11.0,18.0,11.0,42.0,124.0,121.0
Etan Thomas,206.0,116.0,Syracuse University,1978.0,409.0,7084.0,890.0,1734.0,561.0,930.0,0.0,0.0,890.0,1734.0,677.0,1250.0,1927.0,149.0,128.0,427.0,385.0,889.0,2341.0
Etdrick Bohannon,206.0,99.0,Auburn University at Montgomery,1973.0,39.0,270.0,16.0,34.0,34.0,52.0,0.0,0.0,16.0,34.0,31.0,44.0,75.0,11.0,4.0,16.0,24.0,57.0,66.0
Eugene Jeter,180.0,79.0,University of Portland,1983.0,62.0,858.0,106.0,259.0,37.0,41.0,6.0,30.0,100.0,229.0,9.0,61.0,70.0,162.0,29.0,2.0,51.0,54.0,255.0
Evan Eschmeyer,211.0,115.0,Northwestern University,1975.0,153.0,2138.0,158.0,341.0,105.0,169.0,0.0,0.0,158.0,341.0,220.0,381.0,601.0,76.0,69.0,95.0,96.0,399.0,421.0
Evan Fournier,201.0,92.0,,1992.0,319.0,8392.0,1393.0,3130.0,652.0,824.0,480.0,1266.0,913.0,1864.0,145.0,679.0,824.0,691.0,255.0,16.0,488.0,754.0,3918.0
Evan Turner,201.0,99.0,Ohio State University,1988.0,615.0,17505.0,2695.0,6265.0,1093.0,1388.0,267.0,884.0,2428.0,5381.0,375.0,2701.0,3076.0,2230.0,510.0,136.0,1217.0,1282.0,6750.0
Everette Stephens,188.0,79.0,Purdue University,1966.0,38.0,215.0,25.0,75.0,19.0,24.0,2.0,10.0,23.0,65.0,11.0,12.0,23.0,39.0,9.0,4.0,29.0,22.0,71.0
Evers Burns,203.0,117.0,University of Maryland,1971.0,23.0,143.0,22.0,55.0,12.0,23.0,0.0,0.0,22.0,55.0,13.0,17.0,30.0,9.0,6.0,3.0,7.0,33.0,56.0
Evric Gray,201.0,106.0,"University of Nevada, Las Vegas",1969.0,5.0,42.0,4.0,15.0,4.0,4.0,1.0,4.0,3.0,11.0,1.0,2.0,3.0,2.0,1.0,0.0,3.0,5.0,13.0
Fab Melo,213.0,115.0,Syracuse University,1990.0,6.0,36.0,3.0,6.0,1.0,4.0,0.0,0.0,3.0,6.0,0.0,3.0,3.0,0.0,2.0,2.0,1.0,7.0,7.0
Fabricio Oberto,208.0,111.0,,1975.0,336.0,4871.0,481.0,835.0,119.0,193.0,0.0,4.0,481.0,831.0,443.0,732.0,1175.0,300.0,89.0,75.0,225.0,733.0,1081.0
Fat Lever,190.0,77.0,Arizona State University,1960.0,590.0,19784.0,3675.0,8209.0,1508.0,1939.0,154.0,493.0,3521.0,7716.0,1261.0,2819.0,4080.0,3898.0,1378.0,163.0,1209.0,1446.0,9012.0
Felipe Lopez,196.0,90.0,St. John's University,1974.0,319.0,5710.0,761.0,1752.0,409.0,611.0,67.0,199.0,694.0,1553.0,267.0,571.0,838.0,359.0,223.0,92.0,337.0,607.0,1998.0
Felton Spencer,213.0,120.0,University of Louisville,1968.0,713.0,13856.0,1333.0,2750.0,1060.0,1630.0,0.0,1.0,1333.0,2749.0,1470.0,2382.0,3852.0,235.0,282.0,584.0,755.0,2391.0,3726.0
Fennis Dembo,196.0,97.0,University of Wyoming,1966.0,31.0,74.0,14.0,42.0,8.0,10.0,0.0,4.0,14.0,38.0,8.0,15.0,23.0,5.0,1.0,0.0,7.0,15.0,36.0
Fernando Martin,206.0,99.0,,1962.0,24.0,146.0,9.0,31.0,4.0,11.0,0.0,1.0,9.0,30.0,8.0,20.0,28.0,9.0,7.0,1.0,20.0,24.0,22.0
Festus Ezeli,211.0,115.0,Vanderbilt University,1989.0,170.0,2394.0,275.0,536.0,162.0,291.0,0.0,0.0,275.0,536.0,292.0,433.0,725.0,63.0,48.0,166.0,133.0,328.0,712.0
Forrest McKenzie,201.0,90.0,Loyola Marymount University,1963.0,6.0,42.0,7.0,28.0,2.0,2.0,1.0,2.0,6.0,26.0,2.0,5.0,7.0,1.0,1.0,0.0,3.0,9.0,17.0
Francisco Elson,213.0,106.0,University of California,1976.0,547.0,8086.0,822.0,1768.0,301.0,432.0,3.0,17.0,819.0,1751.0,553.0,1299.0,1852.0,286.0,244.0,275.0,403.0,1103.0,1948.0
Francisco Garcia,201.0,88.0,University of Louisville,1981.0,607.0,12882.0,1682.0,3959.0,632.0,789.0,648.0,1806.0,1034.0,2153.0,286.0,1205.0,1491.0,810.0,487.0,426.0,577.0,1317.0,4644.0
Frank Brickowski,206.0,108.0,Pennsylvania State University,1959.0,846.0,18859.0,3304.0,6416.0,1746.0,2352.0,59.0,194.0,3245.0,6222.0,1140.0,2790.0,3930.0,1623.0,744.0,318.0,1585.0,2658.0,8413.0
Frank Johnson,185.0,83.0,Wake Forest University,1958.0,367.0,5860.0,898.0,1995.0,454.0,586.0,11.0,60.0,887.0,1935.0,171.0,345.0,516.0,980.0,288.0,17.0,465.0,576.0,2261.0
Frank Kaminsky,213.0,109.0,University of Wisconsin,1993.0,156.0,3662.0,535.0,1327.0,226.0,304.0,184.0,556.0,351.0,771.0,126.0,545.0,671.0,260.0,85.0,77.0,134.0,265.0,1480.0
Frank Kornet,206.0,102.0,Vanderbilt University,1967.0,89.0,595.0,65.0,176.0,31.0,52.0,10.0,38.0,55.0,138.0,35.0,60.0,95.0,30.0,19.0,4.0,34.0,82.0,171.0
Frank Williams,193.0,86.0,Portland State University,1956.0,86.0,952.0,92.0,261.0,45.0,54.0,24.0,80.0,68.0,181.0,13.0,64.0,77.0,166.0,34.0,11.0,83.0,87.0,253.0
Frankie King,185.0,83.0,Western Carolina University,1972.0,13.0,79.0,10.0,28.0,6.0,8.0,1.0,3.0,9.0,25.0,5.0,11.0,16.0,7.0,6.0,0.0,5.0,11.0,27.0
Franklin Edwards,185.0,77.0,Cleveland State University,1959.0,113.0,2225.0,361.0,790.0,185.0,221.0,1.0,15.0,360.0,775.0,33.0,96.0,129.0,418.0,121.0,5.0,218.0,114.0,908.0
Fred Cofield,190.0,86.0,Eastern Michigan University,1962.0,50.0,496.0,77.0,195.0,12.0,20.0,3.0,16.0,74.0,179.0,7.0,44.0,51.0,86.0,22.0,3.0,50.0,66.0,169.0
Fred Hoiberg,193.0,92.0,Iowa State University,1972.0,541.0,9978.0,959.0,2227.0,653.0,765.0,373.0,941.0,586.0,1286.0,143.0,1295.0,1438.0,846.0,428.0,59.0,292.0,783.0,2944.0
Fred Jones,193.0,95.0,University of Oregon,1979.0,493.0,11618.0,1229.0,3012.0,775.0,955.0,385.0,1107.0,844.0,1905.0,180.0,893.0,1073.0,1098.0,384.0,131.0,578.0,952.0,3618.0
Fred Roberts,208.0,98.0,Brigham Young University,1960.0,813.0,14350.0,2251.0,4515.0,1403.0,1764.0,51.0,154.0,2200.0,4361.0,810.0,1380.0,2190.0,966.0,388.0,237.0,958.0,1494.0,5956.0
Fred VanVleet,183.0,88.0,Wichita State University,1994.0,37.0,294.0,39.0,111.0,18.0,22.0,11.0,29.0,28.0,82.0,4.0,38.0,42.0,35.0,17.0,2.0,15.0,36.0,107.0
Fred Vinson,193.0,86.0,Georgia Institute of Technology,1971.0,13.0,67.0,6.0,24.0,2.0,3.0,3.0,13.0,3.0,11.0,0.0,1.0,1.0,1.0,3.0,0.0,6.0,6.0,17.0
Freeman Williams,193.0,86.0,Portland State University,1956.0,9.0,110.0,25.0,67.0,12.0,17.0,7.0,14.0,18.0,53.0,4.0,8.0,12.0,7.0,7.0,1.0,13.0,10.0,69.0
Furkan Aldemir,208.0,108.0,,1991.0,41.0,540.0,40.0,78.0,13.0,27.0,0.0,5.0,40.0,73.0,78.0,98.0,176.0,28.0,17.0,16.0,17.0,96.0,93.0
Gabe Pruitt,193.0,77.0,University of Southern California,1986.0,62.0,461.0,45.0,140.0,18.0,23.0,17.0,60.0,28.0,80.0,10.0,41.0,51.0,52.0,20.0,3.0,24.0,44.0,125.0
Gal Mekel,190.0,86.0,Wichita State University,1988.0,35.0,335.0,33.0,106.0,8.0,12.0,5.0,23.0,28.0,83.0,5.0,23.0,28.0,76.0,6.0,1.0,33.0,32.0,79.0
Gani Lawal,206.0,106.0,Georgia Institute of Technology,1988.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Garret Siler,211.0,138.0,Augusta State University,1986.0,21.0,101.0,17.0,31.0,11.0,22.0,0.0,0.0,17.0,31.0,16.0,12.0,28.0,3.0,1.0,4.0,10.0,20.0,45.0
Garrett Temple,198.0,88.0,Louisiana State University,1986.0,425.0,7336.0,736.0,1844.0,324.0,461.0,282.0,823.0,454.0,1021.0,156.0,628.0,784.0,658.0,328.0,107.0,379.0,710.0,2078.0
Garth Joseph,218.0,142.0,College of Saint Rose,1973.0,8.0,32.0,2.0,10.0,0.0,4.0,0.0,0.0,2.0,10.0,4.0,0.0,4.0,2.0,0.0,2.0,4.0,2.0,4.0
Gary Alexander,201.0,108.0,University of South Florida,1969.0,22.0,110.0,16.0,28.0,6.0,18.0,0.0,0.0,16.0,28.0,14.0,16.0,30.0,4.0,6.0,0.0,16.0,20.0,38.0
Gary Forbes,201.0,99.0,University of Massachusetts Amherst,1985.0,111.0,1504.0,236.0,544.0,125.0,178.0,48.0,141.0,188.0,403.0,55.0,163.0,218.0,103.0,47.0,10.0,100.0,133.0,645.0
Gary Grant,190.0,83.0,University of Michigan,1965.0,552.0,12602.0,1864.0,4140.0,545.0,702.0,95.0,342.0,1769.0,3798.0,347.0,936.0,1283.0,3013.0,821.0,69.0,1268.0,1200.0,4368.0
Gary Harris,193.0,95.0,Michigan State University,1994.0,188.0,4940.0,745.0,1619.0,248.0,314.0,233.0,655.0,512.0,964.0,123.0,339.0,462.0,340.0,207.0,33.0,212.0,306.0,1971.0
Gary Leonard,216.0,113.0,University of Missouri,1967.0,31.0,149.0,17.0,37.0,10.0,20.0,0.0,1.0,17.0,36.0,13.0,21.0,34.0,2.0,4.0,10.0,9.0,31.0,44.0
Gary Neal,193.0,95.0,Towson University,1984.0,458.0,9814.0,1656.0,3995.0,671.0,781.0,578.0,1547.0,1078.0,2448.0,105.0,874.0,979.0,756.0,186.0,11.0,494.0,678.0,4561.0
Gary Payton,193.0,81.0,Oregon State University,1968.0,6.0,99.0,8.0,22.0,3.0,5.0,1.0,9.0,7.0,13.0,0.0,12.0,12.0,13.0,3.0,4.0,10.0,9.0,20.0
Gary Payton*,193.0,81.0,Oregon State University,1968.0,1415.0,50325.0,9373.0,20164.0,3515.0,4832.0,1186.0,3752.0,8187.0,16412.0,1471.0,4132.0,5603.0,9629.0,2578.0,305.0,3217.0,3398.0,23447.0
Gary Plummer,206.0,97.0,Boston University,1962.0,126.0,1439.0,198.0,460.0,134.0,187.0,1.0,7.0,197.0,453.0,107.0,200.0,307.0,66.0,29.0,25.0,128.0,268.0,531.0
Gary Trent,203.0,113.0,Ohio University,1974.0,560.0,11226.0,2033.0,4085.0,922.0,1422.0,8.0,62.0,2025.0,4023.0,965.0,1649.0,2614.0,576.0,258.0,201.0,693.0,1257.0,4996.0
Gary Voce,206.0,108.0,University of Notre Dame,1965.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
Gaylon Nickerson,190.0,86.0,Northwestern Oklahoma State University,1969.0,8.0,84.0,8.0,24.0,14.0,14.0,0.0,4.0,8.0,20.0,2.0,8.0,10.0,2.0,2.0,2.0,2.0,2.0,30.0
Geert Hammink,213.0,118.0,Louisiana State University,1969.0,14.0,44.0,6.0,14.0,10.0,16.0,0.0,0.0,6.0,14.0,5.0,6.0,11.0,2.0,0.0,0.0,4.0,6.0,22.0
Gene Banks,201.0,97.0,Duke University,1959.0,227.0,6052.0,894.0,1643.0,494.0,658.0,1.0,27.0,893.0,1616.0,426.0,687.0,1113.0,655.0,198.0,40.0,392.0,605.0,2283.0
Geno Carlisle,190.0,81.0,University of California,1976.0,6.0,16.0,2.0,3.0,4.0,6.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0
Geoff Huston,188.0,79.0,Texas Tech University,1957.0,109.0,1729.0,207.0,419.0,83.0,129.0,3.0,8.0,204.0,411.0,16.0,67.0,83.0,466.0,52.0,4.0,136.0,103.0,500.0
George Gervin*,201.0,81.0,Eastern Michigan University,1952.0,154.0,4156.0,1119.0,2282.0,607.0,706.0,4.0,29.0,1115.0,2253.0,157.0,292.0,449.0,322.0,115.0,71.0,359.0,418.0,2849.0
George Hill,190.0,85.0,Indiana University-Purdue University Indianapolis,1986.0,599.0,17357.0,2486.0,5490.0,1321.0,1648.0,746.0,1965.0,1740.0,3525.0,333.0,1591.0,1924.0,2002.0,555.0,176.0,789.0,1289.0,7039.0
George Johnson,211.0,111.0,Stephen F. Austin State University,1947.0,163.0,1827.0,162.0,368.0,84.0,101.0,2.0,11.0,160.0,357.0,149.0,262.0,411.0,73.0,56.0,131.0,103.0,297.0,410.0
George Lynch,203.0,98.0,University of North Carolina,1970.0,774.0,17683.0,2086.0,4677.0,791.0,1213.0,146.0,477.0,1940.0,4200.0,1508.0,2394.0,3902.0,1121.0,817.0,258.0,890.0,1675.0,5109.0
George McCloud,198.0,92.0,Florida State University,1967.0,830.0,18922.0,2707.0,6718.0,1150.0,1419.0,1019.0,2827.0,1688.0,3891.0,695.0,1826.0,2521.0,1878.0,654.0,198.0,1131.0,1772.0,7583.0
George Zidek,213.0,113.0,"University of California, Los Angeles",1973.0,199.0,1768.0,217.0,542.0,189.0,239.0,2.0,8.0,215.0,534.0,147.0,242.0,389.0,48.0,19.0,17.0,100.0,312.0,625.0
Georges Niang,203.0,104.0,Iowa State University,1993.0,23.0,93.0,9.0,36.0,2.0,2.0,1.0,12.0,8.0,24.0,2.0,15.0,17.0,5.0,3.0,0.0,5.0,6.0,21.0
Georgi Glouchkov,203.0,106.0,,1960.0,49.0,772.0,84.0,209.0,70.0,122.0,1.0,1.0,83.0,208.0,31.0,132.0,163.0,32.0,26.0,25.0,76.0,124.0,239.0
